family,dropout,l2,learning_rate,batch_size,hidden_units,best_val_mean,final_val_mean,overfit_ratio_mean,gap_ratio_mean,epochs_run_mean,n_params_mean,best_val_std_folds,best_val_worst_fold,n_folds_ok,seconds,conv_filters,dense_units,global_pool,kernel_size,lstm_units,recurrent_dropout
dense,0.1,0.01,0.0001,128,8,0.07736478094011545,0.07736478094011545,1.0,0.9981173036210214,400.0,24233.0,0.011483940940984276,0.08648122847080231,4,180.6,,,,,,
cnn,0.3,0.1,0.0005,16,,0.013036945834755898,0.01303926482796669,1.0001927044830472,0.9427056832616514,223.75,6713.0,0.0026107381452257,0.01692022755742073,4,141.4,32,32.0,True,3.0,,
rnn,0.5,0.001,0.0005,16,,0.01303649484179914,0.013039073906838894,1.000192266179137,0.942724299022652,219.0,5657.0,0.002609708174631318,0.016918767243623734,4,383.4,,32.0,,,16,0.2
dense,0.3,0.1,0.0001,64,128,0.372731352224946,0.372731352224946,1.0,0.988633290066057,400.0,387353.0,0.23139015620484596,0.5667367577552795,4,201.5,,,,,,
cnn,0.6,0.001,3e-05,128,,0.12341167964041233,0.12341167964041233,1.0,0.9938152459453029,400.0,25089.0,0.016407609981748186,0.1396329402923584,4,196.6,64,100.0,True,5.0,,
rnn,0.2,0.001,3e-05,32,,0.04201523680239916,0.04201523680239916,1.0,0.9737895951617179,400.0,11113.0,0.012687545160823373,0.05415807291865349,4,331.2,,8.0,,,32,0.0
dense,0.0,0.0001,0.0005,128,16x8,0.01653876481577754,0.01770498650148511,1.0677313828448143,1.186123974943382,105.5,48377.0,0.002960830283720749,0.02035316452383995,4,55.7,,,,,,
cnn,0.4,1e-05,0.0003,32,,0.014152412302792072,0.014497525990009308,1.0239471926890014,0.9546236704367479,94.25,38521.0,0.002646766069674438,0.01804698072373867,4,67.6,32x64,32.0,False,3.0,,
rnn,0.1,0.001,0.0003,32,,0.01321743754670024,0.013221279252320528,1.0002929655645032,0.9500956144728168,354.25,138137.0,0.0025568627135298537,0.016918469220399857,4,764.0,,64.0,,,64x128,0.0
dense,0.5,0.0,5e-05,64,128,0.013706382596865296,0.013876050245016813,1.0122689017541024,1.0281576786278812,78.5,387353.0,0.0028576587580962905,0.017780233174562454,4,49.8,,,,,,
cnn,0.3,0.01,0.0005,16,,0.013038493925705552,0.01304104458540678,1.0002158544412498,0.9428245943745919,171.0,92257.0,0.0026098984733179593,0.016920214518904686,4,135.9,32x64,100.0,False,7.0,,
rnn,0.5,0.1,0.0003,64,,0.14175936440005898,0.14175936440005898,1.0,0.9676100689468967,400.0,5657.0,0.11081363945603538,0.23722265660762787,4,511.1,,16.0,,,16x8,0.3
dense,0.5,0.0,0.001,64,16,0.012973885051906109,0.013867598259821534,1.0745294716722205,0.8946035569289758,46.75,48441.0,0.0026347280712928534,0.016909679397940636,4,34.9,,,,,,
cnn,0.3,0.001,5e-05,128,,0.03496226714923978,0.03496226714923978,1.0,0.9862765883812985,400.0,4769.0,0.006055421103524429,0.04092307388782501,4,185.9,8,8.0,False,7.0,,
rnn,0.0,0.1,0.001,128,,0.01620451547205448,0.016224475344642997,1.0008734457453108,0.9865540345809499,400.0,30905.0,0.0061147865931945105,0.02450096793472767,4,396.0,,16.0,,,64,0.3
dense,0.4,0.0,0.0005,64,128x64,0.013027402339503169,0.013849519193172455,1.0653554862735102,0.9579862665509646,54.75,394009.0,0.00268576949852856,0.016940496861934662,4,43.0,,,,,,
cnn,0.2,0.01,0.0005,128,,0.0161659165751189,0.016167537542060018,1.0000880032843673,0.986949926684867,400.0,39057.0,0.006027033350672176,0.02431640774011612,4,206.4,16x32x64,100.0,False,7.0,,
rnn,0.2,0.1,0.0003,16,,0.013052010908722878,0.013052994618192315,1.0000819053859418,0.9434921971861926,356.5,5385.0,0.0026061207323399833,0.01692323014140129,4,1152.4,,8.0,,,16x8,0.2
dense,0.4,1e-05,5e-05,64,64x32,0.014966645976528525,0.015090033877640963,1.008572616386793,1.0263898194685903,162.75,194969.0,0.0027323618336405767,0.019004998728632927,4,94.9,,,,,,
cnn,0.2,0.001,3e-05,64,,0.04058349225670099,0.04058349225670099,1.0,0.9817326768193798,400.0,2577.0,0.005562931859480612,0.04628848284482956,4,196.6,8,16.0,True,5.0,,
rnn,0.1,1e-05,0.0003,32,,0.013422660529613495,0.0137488367035985,1.0234505733484471,0.9523895644250931,146.75,8513.0,0.002491694997955065,0.017034411430358887,4,133.3,,100.0,,,16,0.0
dense,0.3,0.01,3e-05,64,8,0.1060948334634304,0.1060948334634304,1.0,0.9932234067406703,400.0,24233.0,0.014848321480806139,0.11869396269321442,4,189.3,,,,,,
cnn,0.3,0.0001,3e-05,64,,0.021771520376205444,0.021790286526083946,1.0007412649740124,0.9603189295879948,321.75,9809.0,0.004190662999838719,0.025447748601436615,4,172.4,16x32,100.0,True,3.0,,
rnn,0.6,0.01,0.0005,16,,0.01303873024880886,0.013041720725595951,1.0002299592242037,0.942813114790751,299.5,2185.0,0.0026095697889933463,0.016919931396842003,4,515.9,,8.0,,,8,0.3
dense,0.5,0.0,5e-05,16,128x64,0.013091079657897353,0.013256126083433628,1.0126822065895478,0.9694813973423483,68.25,394009.0,0.0026426051897397874,0.017019513994455338,4,66.3,,,,,,
cnn,0.0,0.01,0.0001,32,,0.03879205137491226,0.03879205137491226,1.0,0.9569493603889019,400.0,11721.0,0.02151037584841928,0.06262598186731339,4,226.1,32,8.0,True,7.0,,
rnn,0.3,1e-05,5e-05,32,,0.013525532558560371,0.013575309189036489,1.0038285370410855,0.9373072739621997,312.75,11577.0,0.0026281354410964066,0.017383741214871407,4,443.7,,16.0,,,32,0.1
dense,0.6,0.01,0.001,16,128,0.013035913463681936,0.01304398593492806,1.0006299670800298,0.9417264008339306,134.0,387353.0,0.0026073877400784435,0.016916191205382347,4,109.2,,,,,,
cnn,0.5,0.01,5e-05,128,,0.21218500658869743,0.21218500658869743,1.0,0.9968141982699799,400.0,2305.0,0.021947456730319094,0.2258126437664032,4,192.7,8,8.0,True,5.0,,
rnn,0.5,0.0001,0.0005,16,,0.013040367513895035,0.013043280923739076,1.0002376906454618,0.9428763308431783,217.25,16449.0,0.0026090730717134684,0.016920095309615135,4,434.8,,100.0,,,32,0.2
dense,0.3,0.0001,5e-05,128,64,0.02225504769012332,0.022268799133598804,1.0005832444769824,1.2140470631442364,400.0,193689.0,0.003961985496190912,0.027143778279423714,4,194.7,,,,,,
cnn,0.0,0.0001,0.001,32,,0.01316585554741323,0.013202020199969411,1.0028329550399395,0.9378023786060534,173.25,8985.0,0.002567355283312217,0.01691795513033867,4,108.7,32,16.0,True,5.0,,
rnn,0.6,0.0001,0.0001,16,,0.013209694530814886,0.013209755066782236,1.000005221635114,0.9450737688875839,400.0,15129.0,0.002590337733351355,0.016978735104203224,4,1460.9,,32.0,,,32x16,0.3
dense,0.5,0.01,0.001,32,16,0.013212306890636683,0.013221775647252798,1.0007301194311482,0.9491662976490329,215.0,48441.0,0.002558365022525531,0.01691737398505211,4,118.2,,,,,,
cnn,0.6,0.0,5e-05,16,,0.01299312338232994,0.013030843576416373,1.0031086740063802,0.9336110606526729,108.25,16609.0,0.0026343050417784197,0.01692475751042366,4,90.2,8x16,64.0,False,3.0,,
rnn,0.3,0.0,0.001,16,,0.01296263188123703,0.013045281171798706,1.0068478262002676,0.9295085040074904,51.5,7001.0,0.002633629742117852,0.01689940318465233,4,80.4,,64.0,,,16,0.0
dense,0.5,1e-05,0.0003,32,64,0.013729681726545095,0.014014379819855094,1.021221429522794,1.1409325490366562,208.5,193689.0,0.002780872436161683,0.017640870064496994,4,126.7,,,,,,
cnn,0.2,0.01,0.0005,32,,0.0132250243332237,0.013227338902652264,1.0001809251937905,0.9501136941096119,254.75,100257.0,0.002555552528677229,0.01691836677491665,4,157.9,32,100.0,False,3.0,,
rnn,0.5,0.001,0.0003,64,,0.013974844012409449,0.013974983477964997,1.0000120293405055,0.9650245952921452,400.0,17985.0,0.0029042272501411943,0.01717197895050049,4,584.6,,100.0,,,32x16,0.3
dense,0.3,0.01,0.0005,128,16x8,0.02409207308664918,0.02409207308664918,1.0,0.9779109412245861,400.0,48377.0,0.00903210995691493,0.034462738782167435,4,190.4,,,,,,
cnn,0.1,0.01,0.001,16,,0.013038701377809048,0.013044058345258236,1.0004420773746705,0.9418607433278676,141.25,6433.0,0.0026050107004586855,0.01691465824842453,4,113.3,8x16,64.0,True,7.0,,
rnn,0.5,0.1,3e-05,128,,4.576589465141296,4.576589465141296,1.0,0.9992742194875707,400.0,2185.0,0.2535522397805313,4.70576810836792,4,231.3,,8.0,,,8,0.0
dense,0.6,1e-05,5e-05,128,8,0.013323468621820211,0.01342242886312306,1.0079711702349388,0.944695581527477,171.5,24233.0,0.002676869311163181,0.01731456071138382,4,96.4,,,,,,
cnn,0.4,0.01,0.0001,32,,0.03665875433944166,0.03665875433944166,1.0,0.9492604530436347,400.0,18377.0,0.023565985550978087,0.06483253091573715,4,252.5,16x32x64,16.0,True,5.0,,
rnn,0.0,0.1,0.0003,64,,0.024893105262890458,0.024893105262890458,1.0,0.9313347177316197,400.0,35225.0,0.014790900404063726,0.038420334458351135,4,478.8,,64.0,,,64,0.3
dense,0.6,0.0001,0.0005,32,128,0.01420148741453886,0.01461782120168209,1.0324957199131228,1.2915937030746845,167.75,387353.0,0.0029529392171962912,0.018531812354922295,4,116.8,,,,,,
cnn,0.3,0.001,0.001,128,,0.01346196886152029,0.013654702110216022,1.01390812518628,0.9544198106579598,300.5,51441.0,0.002582067405410027,0.01695413887500763,4,158.8,16,100.0,False,7.0,,
