family,dropout,l2,learning_rate,batch_size,hidden_units,best_val_mean,final_val_mean,train_at_best_mean,best_epoch_mean,epochs_run_mean,overfit_ratio_mean,gap_ratio_mean,n_params_mean,best_val_std,seconds,conv_filters,dense_units,global_pool,kernel_size,lstm_units,recurrent_dropout
cnn,0.1,0.01,0.0005,128,,0.014164815656840801,0.014164815656840801,0.01692362440129121,399.0,400.0,1.0,0.8369642080597197,9665.0,0.00023680684155846318,122.7,8x16,32.0,False,5.0,,
rnn,0.3,0.01,0.0005,64,,0.011519900523126125,0.011519900523126125,0.014248868760963282,399.0,400.0,1.0,0.8084782492347725,15129.0,3.146328696069729e-06,273.8,,32.0,,,32x16,0.0
dense,0.0,0.1,0.0001,16,32,0.011514750309288502,0.011514991832276186,0.014244909708698591,398.3333333333333,400.0,1.0000209756859149,0.8083414035347518,96857.0,2.9357361680531984e-06,167.3,,,,,,
cnn,0.5,0.0001,0.0001,128,,0.014994495237867037,0.014994495237867037,0.017730910951892536,399.0,400.0,1.0,0.8456652099958166,8241.0,0.00012117871934267062,120.7,16,100.0,True,5.0,,
rnn,0.1,0.0001,0.001,32,,0.011514664627611637,0.011519146151840687,0.014253515439728895,99.0,140.0,1.000389188460517,0.8078473461256457,7289.0,3.0337670976214342e-06,219.2,,64.0,,,16x8,0.2
dense,0.0,0.001,0.001,16,128x64,0.011520533822476864,0.011525553340713183,0.014275860972702503,71.33333333333333,112.33333333333333,1.000435676452163,0.8069939765351765,394009.0,1.7584842603599598e-06,69.2,,,,,,
cnn,0.1,0.001,5e-05,128,,0.048233737548192344,0.048233737548192344,0.050996873527765274,399.0,400.0,1.0,0.9458141029476872,6233.0,0.0006087334668532675,116.3,8,100.0,True,7.0,,
rnn,0.3,1e-05,0.0001,64,,0.01199969711403052,0.01199969711403052,0.014741274217764536,399.0,400.0,1.0,0.8140191065236699,14361.0,3.769957718812331e-05,194.6,,64.0,,,32,0.0
dense,0.1,0.0,0.0005,16,64x32,0.01151522962997357,0.012953659829994043,0.013561935784916082,6.0,47.0,1.1249587730227375,0.8496756734599327,194969.0,1.2146255901259605e-05,27.6,,,,,,
cnn,0.6,0.1,3e-05,64,,3.3391822973887124,3.3391822973887124,3.348449945449829,399.0,400.0,1.0,0.9972321461481061,74265.0,0.03232194737084257,145.9,64,32.0,False,5.0,,
rnn,0.1,0.01,3e-05,16,,0.09368789444367091,0.09368789444367091,0.09670671075582504,399.0,400.0,1.0,0.9687675497666804,2457.0,0.0028526476676653954,538.7,,16.0,,,8,0.1
dense,0.2,1e-05,0.001,16,16x8,0.011570802889764309,0.012005390599370003,0.014318513373533884,148.66666666666666,189.66666666666666,1.03725181694391,0.8080950494625654,48377.0,8.353988196635218e-05,76.6,,,,,,
cnn,0.5,0.0001,0.0005,32,,0.011829055535296598,0.01191600039601326,0.014379626139998436,303.6666666666667,320.6666666666667,1.006985593816044,0.8223648498185264,25033.0,0.0005453225631618877,123.4,8x16,100.0,False,3.0,,
rnn,0.3,0.0,0.0003,16,,0.011510216010113558,0.011514933469394842,0.014303146551052729,5.0,46.0,1.0004098441095886,0.8047384263107443,4649.0,9.031766066758667e-07,76.1,,8.0,,,16,0.1
dense,0.2,0.0,0.0003,32,8,0.01151533673206965,0.011533260035018126,0.014239467370013395,28.0,69.0,1.0015553856862003,0.8086925840845697,24233.0,1.8958352654392685e-05,28.9,,,,,,
cnn,0.6,0.1,3e-05,16,,0.15887942910194397,0.15887942910194397,0.16278370221455893,399.0,400.0,1.0,0.975997366420712,6233.0,0.006443322633128578,167.8,8,100.0,True,7.0,,
rnn,0.0,0.01,5e-05,32,,0.08873058607180913,0.08873058607180913,0.09189715733130772,399.0,400.0,1.0,0.965539363743169,138137.0,0.0011092490702652627,679.4,,64.0,,,64x128,0.0
dense,0.4,1e-05,5e-05,32,64x32,0.013101132897039255,0.013160773242513338,0.012408486877878508,300.6666666666667,330.3333333333333,1.0045080272767686,1.0610691310624105,194969.0,0.00019507693404249694,124.0,,,,,,
cnn,0.2,0.001,0.0001,32,,0.011589877617855867,0.011589877617855867,0.014317808051904043,399.0,400.0,1.0,0.8094729050321297,27033.0,5.524879182588489e-06,143.0,8,100.0,False,5.0,,
rnn,0.6,0.0,0.001,32,,0.011505386171241602,0.011513589570919672,0.014268813654780388,34.0,75.0,1.0007130119845409,0.8063326255798691,38465.0,1.7917422440420716e-06,103.9,,100.0,,,64,0.1
dense,0.4,0.01,0.0005,128,128x64,0.012266987624267736,0.012266987624267736,0.015007616641620794,399.0,400.0,1.0,0.8173835040064724,394009.0,3.382076078678218e-05,130.6,,,,,,
cnn,0.4,0.0,0.0005,16,,0.011513636137048403,0.011519480807085833,0.01426044168571631,36.666666666666664,77.66666666666667,1.0005076631453458,0.8073828847328223,17929.0,3.2975017290981758e-06,47.4,32x64,8.0,False,3.0,,
rnn,0.5,0.0001,5e-05,16,,0.011552528478205204,0.011552528478205204,0.01428142748773098,399.0,400.0,1.0,0.8089197453112579,133209.0,1.6876174101334994e-06,2381.5,,32.0,,,64x128,0.3
dense,0.6,0.0,3e-05,32,128x64,0.011458775028586388,0.011496982226769129,0.013575934494535128,158.33333333333334,199.33333333333334,1.0033394241766724,0.8451556945253188,394009.0,0.00010320812372385967,83.9,,,,,,
cnn,0.6,0.0,0.0001,16,,0.01150369644165039,0.0115186907351017,0.014363293536007404,23.333333333333332,64.33333333333333,1.0013033919327858,0.8009152274297074,197889.0,1.029733262574615e-06,44.9,64,100.0,False,5.0,,
rnn,0.5,0.01,0.001,64,,0.01151239313185215,0.011515202932059765,0.014245696676274141,212.66666666666666,253.66666666666666,1.0002440667785368,0.8081312784347402,5313.0,4.048281190427756e-06,154.2,,100.0,,,8,0.3
dense,0.6,0.01,0.0003,128,16x8,0.052043668925762177,0.052043668925762177,0.0549132265150547,399.0,400.0,1.0,0.9476785369646974,48377.0,0.0024455589942314177,117.2,,,,,,
cnn,0.3,0.001,0.0005,16,,0.011517003178596497,0.011519496018687883,0.014257654547691345,105.0,146.0,1.0002164328811523,0.807776844500084,9697.0,2.8111001159676866e-06,77.0,8x16,32.0,False,7.0,,
rnn,0.1,0.0001,0.001,32,,0.011515129668017229,0.011518445486823717,0.014252795527378717,106.66666666666667,147.66666666666666,1.0002879365175268,0.8079207745888781,7001.0,4.147093395570627e-06,139.4,,64.0,,,16,0.3
dense,0.4,0.1,0.001,64,32,0.0115129000817736,0.011516483500599861,0.014245488370458284,281.0,322.0,1.0003112473659856,0.8081786824357625,96857.0,3.149531962149676e-06,105.4,,,,,,
cnn,0.5,0.0001,5e-05,16,,0.011883013881742954,0.011883013881742954,0.014565940015017986,399.0,400.0,1.0,0.8157910424072653,9121.0,0.00016196776272327335,188.2,8x16,32.0,False,3.0,,
rnn,0.6,0.001,3e-05,64,,0.08403397103150685,0.08403397103150685,0.08683632562557857,399.0,400.0,1.0,0.9677251634446149,8513.0,0.0011034571029795756,372.4,,100.0,,,16x8,0.3
dense,0.0,0.1,0.0001,64,64x32,1.0669035911560059,1.0669035911560059,1.073237697283427,399.0,400.0,1.0,0.9940961732602798,194969.0,0.030817788955607706,132.8,,,,,,
cnn,0.5,1e-05,0.0001,64,,0.011950753629207611,0.011950830308099588,0.014673934628566107,398.6666666666667,400.0,1.0000064113361145,0.8144211167501044,9305.0,1.016244952927347e-05,133.6,16,8.0,False,7.0,,
rnn,0.0,0.01,3e-05,32,,0.2894642452398936,0.2894642452398936,0.2927100956439972,399.0,400.0,1.0,0.9889104495097006,4089.0,0.002849017881131734,318.7,,64.0,,,8,0.2
dense,0.5,1e-05,0.0003,16,8,0.011532623941699663,0.011768070049583912,0.013860940312345823,165.33333333333334,206.33333333333334,1.0203907535673002,0.8337408864596819,24233.0,3.0269996559133298e-05,82.6,,,,,,
cnn,0.1,0.001,3e-05,16,,0.014595055642227331,0.014595055642227331,0.0173432348916928,399.0,400.0,1.0,0.8415304695087548,16609.0,0.00017474405389167878,188.9,8x16,64.0,False,3.0,,
rnn,0.6,0.01,0.0001,32,,0.02644258923828602,0.02644258923828602,0.029269051427642506,399.0,400.0,1.0,0.903381120996459,11577.0,0.0008363039282789548,387.4,,16.0,,,32,0.1
dense,0.4,0.01,5e-05,16,32,0.01506179136534532,0.01506179136534532,0.017774402474363644,399.0,400.0,1.0,0.8473583924807134,96857.0,0.000292040395114298,171.6,,,,,,
cnn,0.5,0.01,3e-05,16,,0.04614832500616709,0.04614832500616709,0.04901574676235517,399.0,400.0,1.0,0.941438890958076,6721.0,0.0019656459290201093,190.7,8x16,16.0,False,7.0,,
rnn,0.1,0.001,0.0003,16,,0.011514858653148016,0.011516173059741655,0.014251022599637508,151.0,192.0,1.0001141487412513,0.8080022702482125,17985.0,3.046161291226329e-06,542.4,,100.0,,,32x16,0.1
dense,0.0,0.001,3e-05,16,64,0.01955760456621647,0.019581666837135952,0.013989006790022055,398.3333333333333,400.0,1.0012414796630864,1.3981461871543217,193689.0,0.00015611419464830033,184.0,,,,,,
cnn,0.1,0.1,0.0005,128,,0.019106689219673473,0.019106689219673473,0.02195324997107188,399.0,400.0,1.0,0.8703347272925837,126297.0,6.0824631953690386e-05,174.2,64x128x128,64.0,False,3.0,,
rnn,0.1,0.1,0.001,64,,0.011513149055341879,0.0115141694744428,0.01424584910273552,383.6666666666667,400.0,1.0000886248217655,0.8081756972708778,5657.0,2.8529325192099496e-06,377.6,,16.0,,,16x8,0.2
dense,0.0,0.0001,5e-05,16,16x8,0.014950806275010109,0.015079997790356478,0.012983353187640509,180.66666666666666,221.66666666666666,1.008834203115587,1.1828514572767361,48377.0,0.0007802046524863069,94.6,,,,,,
cnn,0.3,0.1,0.0005,128,,0.018732619782288868,0.018732619782288868,0.021573998034000397,399.0,400.0,1.0,0.8682786306779274,134745.0,0.00031690338935329174,151.9,64,64.0,False,7.0,,
rnn,0.1,0.01,3e-05,64,,0.7156894207000732,0.7156894207000732,0.719011922677358,399.0,400.0,1.0,0.9953787968580109,6201.0,0.00800078321990046,377.5,,32.0,,,16x8,0.1
dense,0.3,0.0001,3e-05,16,128x64,0.01913142204284668,0.019190377245346706,0.013573923769096533,397.0,400.0,1.0030808766791275,1.4094187268371536,394009.0,0.00041562985743380087,222.0,,,,,,
cnn,0.4,1e-05,0.0001,64,,0.014086585491895676,0.014296278667946657,0.015150804072618484,316.3333333333333,350.3333333333333,1.0148376439064697,0.9303322725943891,99073.0,0.0001058315363322459,165.7,64x128x128,100.0,True,3.0,,
rnn,0.5,0.1,3e-05,32,,3.25260861714681,3.25260861714681,3.2643279234568277,399.0,400.0,1.0,0.9964098516922043,35225.0,0.021159849495451775,499.4,,64.0,,,64,0.1
dense,0.2,0.0001,3e-05,64,128,0.02533171946803729,0.025331886485219002,0.01990777688721816,398.6666666666667,400.0,1.0000066807429173,1.272476756381148,387353.0,0.0004984606869164707,148.7,,,,,,
cnn,0.5,0.0,0.001,32,,0.011511576051513353,0.011517944124837717,0.014256305371721586,4.333333333333333,45.333333333333336,1.0005532010498472,0.8074725900149119,7561.0,4.481127289737562e-06,33.8,16x32,16.0,True,5.0,,
rnn,0.1,0.0001,0.0005,128,,0.011541995219886303,0.011541995219886303,0.01427363200734059,399.0,400.0,1.0,0.8086236007028614,16473.0,6.467692378623928e-06,306.3,,64.0,,,32x16,0.2
dense,0.0,0.1,0.0001,64,128,0.24594242374102274,0.24594242374102274,0.24996741116046906,399.0,400.0,1.0,0.9838964260105345,387353.0,0.0033334528709567375,147.3,,,,,,
cnn,0.6,0.0001,5e-05,128,,0.028305483361085255,0.028305483361085255,0.031055233751734097,399.0,400.0,1.0,0.9114540977714469,96865.0,0.0002659096685821286,143.7,32x64,100.0,False,3.0,,
rnn,0.1,0.0,3e-05,32,,0.011506657426555952,0.011512221458057562,0.014237272242705027,141.0,182.0,1.0004834713040485,0.8082133162756767,14361.0,4.736228324647748e-06,192.1,,64.0,,,32,0.2
dense,0.6,0.0001,0.001,32,8,0.011515087448060513,0.011518076993525028,0.014253651102383932,140.0,181.0,1.0002596179113705,0.8078693214045886,24233.0,3.899974080802136e-06,72.1,,,,,,
cnn,0.0,0.0001,5e-05,16,,0.018075671046972275,0.018171001846591633,0.01258860994130373,260.0,301.0,1.0052253188738176,1.4605481853911328,35385.0,0.00045116183331700183,143.4,32,32.0,False,3.0,,
rnn,0.0,0.01,0.0001,32,,0.02638581395149231,0.02638581395149231,0.029234162842233975,399.0,400.0,1.0,0.9025564614025207,15129.0,0.00039472985652225305,616.0,,32.0,,,32x16,0.2
dense,0.5,0.0001,0.0001,128,128,0.01790122625728448,0.017904457946618397,0.013748984163006147,398.6666666666667,400.0,1.0001814537341087,1.3022519822325336,387353.0,0.0004944828479367712,135.9,,,,,,
cnn,0.0,0.0,0.0001,16,,0.011617548142870268,0.012204364563028017,0.014200168351332346,4.666666666666667,45.666666666666664,1.0505050988639966,0.8181386452808662,46969.0,5.641694849334992e-05,41.1,32x64,32.0,False,7.0,,
rnn,0.6,0.0,0.0003,64,,0.011505801851550737,0.011512083311875662,0.014407639702161154,29.666666666666668,70.66666666666667,1.000546017420203,0.7986026429867348,5313.0,3.5711878752779208e-06,61.9,,100.0,,,8,0.3
dense,0.6,0.0001,0.001,128,32x16,0.011536408215761185,0.011536418149868647,0.014266245998442173,398.0,400.0,1.0000008608819595,0.8086505005612765,96985.0,1.0565971423882388e-05,129.3,,,,,,
cnn,0.0,0.001,5e-05,16,,0.011590181539456049,0.011590181539456049,0.014320172679920992,399.0,400.0,1.0,0.8093604312465826,34377.0,6.843036359418253e-06,182.3,16,64.0,False,5.0,,
rnn,0.1,0.0,0.0003,32,,0.011478587053716183,0.011519495087365309,0.014214005942145983,47.333333333333336,88.33333333333333,1.0035794936608233,0.8075608515317,30185.0,5.123479679098825e-05,129.5,,8.0,,,64,0.1
dense,0.3,0.0,0.001,64,8,0.011503834277391434,0.011514868897696337,0.014254062126080195,5.666666666666667,46.666666666666664,1.0009597096314335,0.8070574443227706,24233.0,1.1179512510646248e-05,31.3,,,,,,
cnn,0.5,0.001,3e-05,128,,0.0767427608370781,0.0767427608370781,0.07950266947348912,399.0,400.0,1.0,0.9652825223790297,4321.0,0.0009611506133199245,131.6,8x16,64.0,True,3.0,,
rnn,0.6,0.01,0.0005,16,,0.011516575080653032,0.011517742648720741,0.014257701424260935,104.0,145.0,1.0001013772157281,0.8077441574169725,5313.0,3.522744884015278e-06,134.3,,100.0,,,8,0.0
dense,0.0,0.01,5e-05,32,64,0.052834402769804,0.052834402769804,0.055110860615968704,399.0,400.0,1.0,0.9586814859900478,193689.0,0.0008490425200264899,154.0,,,,,,
cnn,0.0,0.0001,3e-05,32,,0.016025250156720478,0.016025250156720478,0.01871548282603423,399.0,400.0,1.0,0.8562355019139494,13945.0,0.0002464668241402886,169.5,32x64,32.0,True,3.0,,
rnn,0.2,0.001,0.0005,16,,0.011515904528399309,0.011517462320625782,0.014257553654412428,102.66666666666667,143.66666666666666,1.0001352648017499,0.8077055022141718,4089.0,2.780637465423002e-06,213.2,,64.0,,,8,0.3
dense,0.3,0.0,3e-05,128,64x32,0.01161931362003088,0.011634621148308119,0.01391160332908233,92.0,133.0,1.0013176469071903,0.835544151008377,194969.0,3.351229281023635e-05,56.3,,,,,,
cnn,0.1,0.0,3e-05,128,,0.011528361588716507,0.011529593728482723,0.014226600527763367,339.0,377.3333333333333,1.0001068703171898,0.8103386504302713,4769.0,8.415907717945503e-06,123.1,8,8.0,False,7.0,,
rnn,0.2,1e-05,3e-05,32,,0.012195744551718235,0.012195744551718235,0.014836704358458519,399.0,400.0,1.0,0.8219940894534222,133209.0,6.836923416002889e-05,1443.7,,32.0,,,64x128,0.1
dense,0.0,0.0001,0.0001,64,8,0.01385029498487711,0.013924659850696722,0.015592208132147789,89.33333333333333,130.33333333333334,1.0053706724685771,0.8883334642158983,24233.0,0.00028093408021130027,55.2,,,,,,
cnn,0.4,0.001,3e-05,128,,0.1058308482170105,0.1058308482170105,0.10865933199723561,399.0,400.0,1.0,0.9739620734376785,28537.0,0.0020756367997898915,147.9,32x64,32.0,True,7.0,,
rnn,0.6,1e-05,0.0005,32,,0.011551087722182274,0.011551608641942343,0.014281811192631721,398.0,400.0,1.0000451044730607,0.8087969681308139,11113.0,1.4451128022467327e-05,398.8,,8.0,,,32,0.1
dense,0.4,0.0001,0.0001,16,16x8,0.012698077596724033,0.012842377337316671,0.012649709979693094,201.0,242.0,1.011247472296512,1.0073800848003067,48377.0,0.000261065887367596,107.7,,,,,,
cnn,0.3,0.1,0.0005,64,,0.01152644275377194,0.01152662436167399,0.01425589652111133,398.6666666666667,400.0,1.0000157589587255,0.808538607004937,35385.0,3.5020097075462925e-06,145.9,32,32.0,False,3.0,,
rnn,0.5,0.001,0.0003,16,,0.011514480225741863,0.011516121526559195,0.01425093226134777,184.0,225.0,1.0001425505703503,0.8079808384793031,133209.0,3.4447152015561366e-06,1381.2,,32.0,,,64x128,0.1
dense,0.5,0.01,0.0005,32,16x8,0.01151439951111873,0.011516100416580835,0.014247050819297632,343.3333333333333,380.6666666666667,1.0001477225221163,0.8081953024181933,48377.0,3.0929488179720046e-06,138.8,,,,,,
cnn,0.5,0.0001,0.0005,32,,0.012951250188052654,0.01351259338359038,0.013575269840657711,102.0,143.0,1.0433043058251588,0.9549195255859712,39737.0,0.0003808145774321363,74.0,32,32.0,False,7.0,,
rnn,0.0,0.0001,5e-05,16,,0.011958121011654535,0.011958197690546513,0.01445376252134641,398.6666666666667,400.0,1.00000640745477,0.8273345476809926,32345.0,4.481529277904188e-05,421.6,,32.0,,,64,0.0
dense,0.4,0.001,5e-05,32,32x16,0.022243430837988853,0.022243430837988853,0.02385655293862025,399.0,400.0,1.0,0.9324834985900674,96985.0,0.00041465716355463606,152.7,,,,,,
cnn,0.3,0.001,5e-05,64,,0.03134761688609918,0.03134761688609918,0.03411100059747696,399.0,400.0,1.0,0.9189879170844129,6033.0,0.0001482099439818586,138.5,8,16.0,False,5.0,,
rnn,0.0,0.0,3e-05,16,,0.011501993673543135,0.011505257648726305,0.014222019662459692,93.0,134.0,1.0002837987859656,0.8087455736650943,5657.0,9.03993793652636e-06,191.4,,16.0,,,16x8,0.0
dense,0.1,0.1,0.0003,16,8,0.011515471463402113,0.011516234837472439,0.014251137152314186,248.66666666666666,289.6666666666667,1.000066291488128,0.808038776277448,24233.0,3.7988980405133602e-06,121.3,,,,,,
cnn,0.2,0.1,0.001,32,,0.011513796945412954,0.011517915564278761,0.014252740579346815,171.66666666666666,212.66666666666666,1.0003576837558015,0.8078303794012931,16809.0,3.534311417559922e-06,101.2,64,8.0,True,5.0,,
rnn,0.0,0.1,5e-05,32,,1.3551767269770305,1.3551767269770305,1.3628592491149902,399.0,400.0,1.0,0.9943619326431508,12505.0,0.031267119372878245,383.3,,32.0,,,32,0.3
dense,0.0,1e-05,0.0005,128,128,0.014933300825456778,0.015896120108664036,0.015828878929217655,6.666666666666667,47.666666666666664,1.0644457197499586,0.9434455794695845,387353.0,0.00013800493625781013,36.4,,,,,,
cnn,0.5,1e-05,0.001,32,,0.011518465044597784,0.011519315342108408,0.014256599669655165,356.0,376.0,1.0000738460822305,0.807939140366682,6177.0,4.641813395099849e-06,154.0,8x16,16.0,False,5.0,,
rnn,0.5,1e-05,0.0003,64,,0.011626925008992353,0.011626925008992353,0.014355236664414406,399.0,400.0,1.0,0.8099427339167417,14457.0,2.280314386262175e-05,430.0,,16.0,,,32x16,0.3
dense,0.4,1e-05,0.0005,128,16x8,0.011802194019158682,0.011887668011089167,0.013733272751172384,273.0,314.0,1.0072456335799,0.8600157360508568,48377.0,0.0001185231799196322,106.5,,,,,,
cnn,0.2,0.01,0.0003,64,,0.014264426194131374,0.014264426194131374,0.017018582671880722,399.0,400.0,1.0,0.8381339118850138,7097.0,0.00031137953420320454,148.4,16x32,8.0,True,5.0,,
rnn,0.4,0.0001,0.0005,64,,0.011522019902865091,0.011522220447659492,0.014251893075803915,388.6666666666667,400.0,1.000017418752306,0.8084553138349166,3001.0,9.482962727712595e-06,184.5,,32.0,,,8,0.0
dense,0.1,1e-05,3e-05,16,32,0.012754538406928381,0.01289792669316133,0.014890478613475958,16.666666666666668,57.666666666666664,1.0112442894680302,0.8565561219243035,96857.0,8.475611141975087e-05,46.2,,,,,,
cnn,0.0,0.0001,3e-05,16,,0.018659782285491627,0.018706629052758217,0.014004711682597796,358.0,373.3333333333333,1.0025359471849262,1.3388615117011264,34377.0,0.000468595308885537,175.7,16,64.0,False,5.0,,
rnn,0.6,0.0,0.0001,128,,0.011510708058873812,0.011513295893867811,0.01426855536798636,80.66666666666667,121.66666666666667,1.0002248487031258,0.806719958308137,8513.0,3.009758686465297e-06,108.7,,100.0,,,16x8,0.1
dense,0.4,0.001,5e-05,16,32x16,0.014346685881416002,0.014346685881416002,0.015425235033035278,399.0,400.0,1.0,0.9302195516679838,96985.0,0.00048032318932931774,166.2,,,,,,
cnn,0.2,0.0,3e-05,32,,0.011514687289794287,0.011526965536177158,0.014209292829036713,113.66666666666667,154.66666666666666,1.001066517425927,0.8103638748556566,24793.0,5.470323489893436e-06,65.9,32x64,16.0,False,3.0,,
rnn,0.3,0.001,5e-05,64,,0.04234370465079943,0.04234370465079943,0.04513136297464371,399.0,400.0,1.0,0.9382319674768077,11113.0,0.00017703167857560453,208.8,,8.0,,,32,0.1
dense,0.5,0.001,0.0005,64,128,0.015505650080740452,0.015730932354927063,0.012997336685657501,171.0,212.0,1.0145715788701957,1.193100520126036,387353.0,0.00011801365577208064,72.3,,,,,,
